ticker,name,sicsector,sicindustry,famaindustry,sector,industry,location
NTWO,N2H2 Inc,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,Communication,Communication Services,Telecom Services,Washington U.S.A
NTY,Nbty Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,New York U.S.A
NTZ,Natuzzi S P A,Manufacturing,Household Furniture,Consumer Goods,Consumer Cyclical,Home Furnishings & Fixtures,Italy
NUAN,Nuance Communications Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,Massachusetts U.S.A
NUAN1,Nuance Communications,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,California U.S.A
NUCO,Nuco2 Inc,Wholesale Trade,Wholesale-Chemicals & Allied Products,Wholesale,Basic Materials,Chemicals,Florida U.S.A
NUE,Nucor Corp,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),Steel Works Etc,Basic Materials,Steel,North Carolina U.S.A
NUFO,New Focus Inc,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Semiconductors,California U.S.A
NUHC,Nu Horizons Electronics Corp,Wholesale Trade,Wholesale-Electronic Parts & Equipment Nec,Wholesale,Technology,Electronics Distribution,New York U.S.A
NUI,Nui Corp,Transportation Communications Electric Gas And Sanitary Service,Gas & Other Services Combined,Utilities,Utilities,Utilities - Diversified,New Jersey U.S.A
NUMD,Nu-Med Plus Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,Utah U.S.A
NUMD1,Numed Home Health Care Inc,Services,Services-Home Health Care Services,Healthcare,Healthcare,Medical Care,Florida U.S.A
NUOTQ,Nuo Therapeutics Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,Maryland U.S.A
NURO,NeuroMetrix Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Instruments & Supplies,Massachusetts U.S.A
NUS,Nu Skin Enterprises Inc,Wholesale Trade,Wholesale-Drugs Proprietaries & Druggists' Sundries,Wholesale,Consumer Defensive,Household & Personal Products,Utah U.S.A
NUTR,Nutraceutical International Corp,Manufacturing,Medicinal Chemicals & Botanical Products,Pharmaceutical Products,Healthcare,Drug Manufacturers - Specialty & Generic,Utah U.S.A
NUVA,Nuvasive Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,California U.S.A
NVAL,New Valley Corp,Finance Insurance And Real Estate,Real Estate,Real Estate,Real Estate,Real Estate Services,Florida U.S.A
NVAX,Novavax Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,Maryland U.S.A
NVCN,Neovasc Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,British Columbia Canada
NVCR,NovoCure Ltd,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Instruments & Supplies,Jersey
NVDA,Nvidia Corp,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Semiconductors,California U.S.A
NVDL,Novadel Pharma Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,New Jersey U.S.A
NVDM,Novadigm Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,New Jersey U.S.A
NVDQ,Novadaq Technologies Inc,Manufacturing,Electromedical & Electrotherapeutic Apparatus,Medical Equipment,Healthcare,Medical Devices,Ontario Canada
NVE,Nv Energy Inc,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,Utilities,Utilities,Utilities - Regulated Electric,Nevada U.S.A
NVEC,Nve Corp,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Semiconductors,Minnesota U.S.A
NVEE,NV5 Global Inc,Services,Services-Miscellaneous Business Services,Business Services,Industrials,Engineering & Construction,Florida U.S.A
NVET,Nexvet Biopharma plc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Ireland
NVFY,Nova Lifestyle Inc,Manufacturing,Household Furniture,Consumer Goods,Consumer Cyclical,Home Furnishings & Fixtures,California U.S.A
NVGS,Navigator Holdings Ltd,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,Transportation,Industrials,Shipping & Ports,United Kingdom
NVI,National Vision Inc,Retail Trade,Retail-Retail Stores Nec,Retail,Consumer Cyclical,Specialty Retail,Georgia U.S.A
NVIV,Invivo Therapeutics Holdings Corp,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Biotechnology,Massachusetts U.S.A
NVL,Novelis Inc,Manufacturing,Rolling Drawing & Extruding Of Nonferrous Metals,Steel Works Etc,Basic Materials,Aluminum,Georgia U.S.A
NVLD,Novel Denim Holdings Ltd,Manufacturing,Apparel & Other Finishd Prods Of Fabrics & Similar Matl,Apparel,Consumer Cyclical,Apparel Manufacturing,Hong Kong
NVLN,Novelion Therapeutics Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,British Columbia Canada
NVLS1,Novellus Systems Inc,Manufacturing,Special Industry Machinery Nec,Machinery,Technology,Semiconductor Equipment & Materials,California U.S.A
NVMI,Nova Measuring Instruments Ltd,Manufacturing,Optical Instruments & Lenses,Measuring and Control Equipment,Technology,Semiconductor Equipment & Materials,Israel
NVMM,Novume Solutions Inc,Manufacturing,Communications Equipment Nec,Electronic Equipment,Industrials,Conglomerates,Virginia U.S.A
NVNW,Novo Networks Inc,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,Communication,Communication Services,Telecom Services,Pennsylvania U.S.A
NVO,Novo Nordisk A S,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Denmark
NVR,Nvr Inc,Construction,Operative Builders,Construction,Consumer Cyclical,Residential Construction,Virginia U.S.A
NVRO,Nevro Corp,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,California U.S.A
NVS,Novartis Ag,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Drug Manufacturers - Major,Switzerland
NVSL,Naugatuck Valley Financial Corp,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,Connecticut U.S.A
NVSN,N Vision Inc,,,,,None,Nevada U.S.A
NVST1,Nevstar Gaming & Entertainment Corp,Manufacturing,Glass Products Made Of Purchased Glass,Consumer Goods,Basic Materials,Building Materials,China
NVT,nVent Electric plc,Manufacturing,Special Industry Machinery (No Metalworking Machinery),Machinery,Technology,Electronic Components,United Kingdom
NVT1,Navteq Corp,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,Illinois U.S.A
NVTA,Invitae Corp,Services,Services-Medical Laboratories,Healthcare,Healthcare,Diagnostics & Research,California U.S.A
NVTR,Nuvectra Corp,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,Texas U.S.A
NVUE,Nview Corp,Manufacturing,Computer Peripheral Equipment Nec,Computers,Technology,Software - Application,Virginia U.S.A
NVUS,Novus Therapeutics Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Massachusetts U.S.A
NVX1,North American Vaccine Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,Maryland U.S.A
NWAC,Northwest Airlines Corp,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Scheduled,Transportation,Industrials,Airlines,Minnesota U.S.A
NWBB,New Bancorp Inc,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,Michigan U.S.A
NWBI,Northwest Bancshares Inc,Finance Insurance And Real Estate,National Commercial Banks,Banking,Financial Services,Savings & Cooperative Banks,Pennsylvania U.S.A
NWBO,Northwest Biotherapeutics Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Maryland U.S.A
NWCA,Newcare Health Corp,Services,Services-Skilled Nursing Care Facilities,Healthcare,Healthcare,Long-Term Care Facilities,Georgia U.S.A
NWCM,Newcom Inc,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,Electrical Equipment,Technology,Electronic Components,California U.S.A
NWE,Northwestern Corp,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,Utilities,Utilities,Utilities - Diversified,South Dakota U.S.A
NWFL,Norwood Financial Corp,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Banks - Regional - US,Pennsylvania U.S.A
NWGI,Newgioco Group Inc,Finance Insurance And Real Estate,Real Estate,Real Estate,Real Estate,Real Estate Services,Ontario Canada
NWHM,New Home Co Inc,Construction,Operative Builders,Construction,Consumer Cyclical,Residential Construction,California U.S.A
NWIN,Northwest Indiana Bancorp,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,Indiana U.S.A
NWIR,Nwh Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,New York U.S.A
NWK,Network Equipment Technologies Inc,Manufacturing,Computer Communications Equipment,Computers,Technology,Communication Equipment,California U.S.A
NWKC,Network Commerce Inc,Services,Services-Computer Processing & Data Preparation,Business Services,Technology,Internet Content & Information,Washington U.S.A
NWL,Newell Brands Inc,Manufacturing,Plastics Products Nec,Rubber and Plastic Products,Consumer Defensive,Household & Personal Products,Georgia U.S.A
NWLI,National Western Life Group Inc,Finance Insurance And Real Estate,Life Insurance,Insurance,Financial Services,Insurance - Life,Texas U.S.A
NWN,Northwest Natural Holding Co,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Distribution,Utilities,Utilities,Utilities - Regulated Gas,Oregon U.S.A
NWPWQ,Newpower Holdings Inc,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,Utilities,Utilities,Utilities - Regulated Electric,New York U.S.A
NWPX,Northwest Pipe Co,Manufacturing,Steel Pipe & Tubes,Steel Works Etc,Industrials,Metal Fabrication,Washington U.S.A
NWRE,Neoware Inc,Manufacturing,Electronic Computers,Computers,Technology,Computer Systems,Pennsylvania U.S.A
NWRZ,New Horizons Worldwide Inc,Services,Services-Educational Services,Personal Services,Consumer Defensive,Education & Training Services,California U.S.A
NWSA,News Corp,Manufacturing,Newspapers: Publishing Or Publishing & Printing,Printing and Publishing,Consumer Cyclical,Broadcasting - TV,New York U.S.A
NWSS,Network Six Inc,Services,Services-Computer Integrated Systems Design,Computers,Technology,Software - Application,Rhode Island U.S.A
NWST,Newstar Media Inc,Manufacturing,Phonograph Records & Prerecorded Audio Tapes & Disks,Recreation,,None,California U.S.A
NWSW,Northwestern Steel & Wire Co,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),Steel Works Etc,Basic Materials,Steel,Illinois U.S.A
NX,Quanex Building Products CORP,Manufacturing,Rolling Drawing & Extruding Of Nonferrous Metals,Steel Works Etc,Basic Materials,Building Materials,Texas U.S.A
NXCD,Nextcard Inc,Finance Insurance And Real Estate,Personal Credit Institutions,Banking,Financial Services,Credit Services,California U.S.A
NXE,NexGen Energy Ltd,Mining,Miscellaneous Metal Ores,Non-Metallic and Industrial Metal Mining,Basic Materials,Industrial Metals & Minerals,British Columbia Canada
NXEO,Nexeo Solutions Inc,Manufacturing,Industrial Organic Chemicals,Chemicals,Basic Materials,Chemicals,Texas U.S.A
NXES,Nexus Enterprise Solutions Inc,Services,Services-Business Services Nec,Business Services,Industrials,Business Services,Florida U.S.A
NXG,Northgate Minerals CORP,Mining,Gold And Silver Ores,Precious Metals,Basic Materials,Gold,British Columbia Canada
NXGN,Nextgen Healthcare Inc,Services,Services-Computer Integrated Systems Design,Computers,Technology,Health Information Services,California U.S.A
NXL,Centro NP LLC,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Diversified,New York U.S.A
NXPI,NXP Semiconductors NV,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Semiconductors,Netherlands
NXRT,NexPoint Residential Trust Inc,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Residential,Texas U.S.A
NXST,Nexstar Media Group Inc,Transportation Communications Electric Gas And Sanitary Service,Television Broadcasting Stations,Communication,Consumer Cyclical,Broadcasting - TV,Texas U.S.A
NXTD,Nxt-ID Inc,Services,Services-Detective Guard & Armored Car Services,Business Services,Industrials,Security & Protection Services,Florida U.S.A
NXTL,Nextel Communications Inc,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,Communication,Communication Services,Telecom Services,Virginia U.S.A
NXTM,NxStage Medical Inc,Manufacturing,Electromedical & Electrotherapeutic Apparatus,Medical Equipment,Healthcare,Medical Instruments & Supplies,Massachusetts U.S.A
NXTP,Nextel Partners Inc,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,Communication,Communication Services,Telecom Services,Washington U.S.A
NXTR,Nexstar Pharmaceuticals Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Colorado U.S.A
NXTV,Next Level Communications Inc,Manufacturing,Telephone & Telegraph Apparatus,Electronic Equipment,Technology,Communication Equipment,California U.S.A
NXW,Nx Networks Inc,Manufacturing,Computer Communications Equipment,Computers,Technology,Communication Equipment,Virginia U.S.A
NXXI,NXXI Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,New York U.S.A
NXY,Nexen Inc,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Alberta Canada
NYBS,New York Bagel Enterprises Inc,Retail Trade,Retail-Eating  Places,Restaraunts Hotels Motels,Consumer Cyclical,Restaurants,Oklahoma U.S.A
NYCB,New York Community Bancorp Inc,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,Banking,Financial Services,Savings & Cooperative Banks,New York U.S.A
NYER,Nyer Medical Group Inc,Wholesale Trade,Wholesale-Medical Dental & Hospital Equipment & Supplies,Wholesale,Healthcare,Medical Distribution,Massachusetts U.S.A
NYFX,Nyfix Inc,Services,Services-Computer Integrated Systems Design,Computers,Technology,Software - Application,New York U.S.A
NYM,Nymagic Inc,Finance Insurance And Real Estate,Surety Insurance,Insurance,Financial Services,Insurance - Specialty,New York U.S.A
NYMT,New York Mortgage Trust Inc,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Residential,New York U.S.A
NYMX,Nymox Pharmaceutical Corp,Manufacturing,In Vitro & In Vivo Diagnostic Substances,Pharmaceutical Products,Healthcare,Biotechnology,Quebec Canada
NYNY,Empire Resorts Inc,Retail Trade,Retail-Eating & Drinking Places,Restaraunts Hotels Motels,Consumer Cyclical,Resorts & Casinos,New York U.S.A
NYRT,New York REIT Inc,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Office,New York U.S.A
NYT,New York Times Co,Manufacturing,Newspapers: Publishing Or Publishing & Printing,Printing and Publishing,Consumer Cyclical,Publishing,New York U.S.A
NYX,NYSE Euronext,Finance Insurance And Real Estate,Security & Commodity Brokers Dealers Exchanges & Services,Trading,Financial Services,Asset Management,New York U.S.A
NZ,Netezza Corp,Manufacturing,Electronic Computers,Computers,Technology,Computer Systems,Massachusetts U.S.A
NZYM,Synthetech Inc,Manufacturing,Industrial Organic Chemicals,Chemicals,Basic Materials,Specialty Chemicals,Oregon U.S.A
O,Realty Income Corp,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Retail,California U.S.A
OA,Orbital Atk Inc,Manufacturing,Guided Missiles & Space Vehicles & Parts,Defense,Industrials,Aerospace & Defense,Virginia U.S.A
OABC,OmniAmerican Bancorp Inc,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,Texas U.S.A
OACQ,Origo Acquisition Corp,Finance Insurance And Real Estate,Blank Checks,Trading,Industrials,Conglomerates,Massachusetts U.S.A
OAK,Oaktree Capital Group LLC,Finance Insurance And Real Estate,Investment Advice,Trading,Financial Services,Asset Management,California U.S.A
OAKF,Oak Hill Financial Inc,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Banks - Regional - US,Ohio U.S.A
OAKT,Oak Technology Inc,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Semiconductors,California U.S.A
OAOT,Oao Technology Solutions Inc,Services,Services-Computer Integrated Systems Design,Computers,Technology,Software - Application,Maryland U.S.A
OAS,Oasis Petroleum Inc,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Texas U.S.A
OASM,Oasmia Pharmaceutical AB,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Drug Manufacturers - Major,Sweden
OATS,Wild Oats Markets Inc,Retail Trade,Retail-Convenience Stores,Retail,,None,Colorado U.S.A
OB,OneBeacon Insurance Group Ltd,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,Insurance,Financial Services,Insurance - Property & Casualty,Minnesota U.S.A
OBAF,OBA Financial Services Inc,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,Maryland U.S.A
OBAS,Optibase Ltd,Finance Insurance And Real Estate,Real Estate,Real Estate,Real Estate,Real Estate Services,Israel
OBCI,Ocean Bio Chem Inc,Manufacturing,Specialty Cleaning Polishing And Sanitation Preparations,Consumer Goods,Consumer Defensive,Household & Personal Products,Florida U.S.A
OBE,Obsidian Energy Ltd,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Alberta Canada
OBIE,Obie Media Corp,Services,Services-Advertising,Business Services,Consumer Cyclical,Marketing Services,Oregon U.S.A
OBJS,Objectshare Inc,Services,Services-Prepackaged Software,Business Services,Technology,Software - Application,California U.S.A
OBLN,Obalon Therapeutics Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,California U.S.A
OBNK,Origin Bancorp Inc,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Banks - Regional - US,Louisiana U.S.A
OBQI,Oilsands Quest Inc,Mining,Miscellaneous Metal Ores,Non-Metallic and Industrial Metal Mining,Basic Materials,Industrial Metals & Minerals,Alberta Canada
OBSV,ObsEva SA,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Switzerland
OBTLY,Orbital Corp Ltd,Manufacturing,Motor Vehicle Parts & Accessories,Automobiles and Trucks,Consumer Cyclical,Auto Parts,Australia
OC,Owens Corning,Manufacturing,Abrasive Asbestos & Misc Nonmetallic Mineral Prods,Construction Materials,Basic Materials,Building Materials,Ohio U.S.A
OC1,Orion Capital Corp,Finance Insurance And Real Estate,Surety Insurance,Insurance,Financial Services,Insurance - Specialty,New York U.S.A
OCAD,Orcad Inc,Wholesale Trade,Wholesale-Computers & Peripheral Equipment & Software,Wholesale,Technology,Computer Distribution,Oregon U.S.A
OCAI,Oca Inc ,Services,Services-Health Services,Healthcare,Healthcare,Medical Care,Louisiana U.S.A
OCAL,Ocal Inc,Manufacturing,Coating Engraving & Allied Services,Fabricated Products,Basic Materials,Specialty Chemicals,California U.S.A
OCAS,Ohio Casualty Corp,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,Insurance,Financial Services,Insurance - Property & Casualty,Ohio U.S.A
OCAT,Ocata Therapeutics Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Massachusetts U.S.A
OCC,Optical Cable Corp,Manufacturing,Drawing & Insulating Of Nonferrous Wire,Steel Works Etc,Technology,Communication Equipment,Virginia U.S.A
OCFC,Oceanfirst Financial Corp,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Savings & Cooperative Banks,New Jersey U.S.A
OCHTQ,Orchestra Therapeutics Inc,Manufacturing,Biological Products (No Disgnostic Substances),Pharmaceutical Products,Healthcare,Biotechnology,California U.S.A
OCIP,OCI Partners LP,Manufacturing,Chemicals & Allied Products,Chemicals,Basic Materials,Chemicals,Texas U.S.A
OCIS,Oacis Healthcare Holdings Corp,Services,Services-Computer Programming Services,Business Services,Technology,Software - Application,California U.S.A
OCLI,Optical Coating Laboratory Inc,Manufacturing,Optical Instruments & Lenses,Measuring and Control Equipment,Technology,Scientific & Technical Instruments,California U.S.A
OCLR,Oclaro Inc,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Semiconductors,California U.S.A
OCLR1,Ocular Sciences Inc,Manufacturing,Ophthalmic Goods,Medical Equipment,Healthcare,Medical Instruments & Supplies,California U.S.A
OCN,Ocwen Financial Corp,Finance Insurance And Real Estate,Mortgage Bankers & Loan Correspondents,Banking,Financial Services,Specialty Finance,Florida U.S.A
OCNB,Bridge Street Financial Inc,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,Banking,Financial Services,Savings & Cooperative Banks,New York U.S.A
OCNF,Oceanfreight Inc,Transportation Communications Electric Gas And Sanitary Service,Deep Sea Foreign Transportation Of Freight,Transportation,Industrials,Shipping & Ports,Greece
OCNW,Occam Networks Inc,Manufacturing,Computer Communications Equipment,Computers,Technology,Communication Equipment,California U.S.A
OCPI,Optical Communication Products Inc,Manufacturing,Semiconductors & Related Devices,Electronic Equipment,Technology,Semiconductors,California U.S.A
OCR,Omnicare Inc,Retail Trade,Retail-Drug Stores And Proprietary Stores,Retail,Consumer Defensive,Pharmaceutical Retailers,Ohio U.S.A
OCRX,Ocera Therapeutics Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,California U.S.A
OCSB,Oswego County Bancorp Inc,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,Banking,Financial Services,Savings & Cooperative Banks,New York U.S.A
OCSI,Oaktree Strategic Income Corp,Finance Insurance And Real Estate,Investors Nec,Trading,Financial Services,Asset Management,California U.S.A
OCSL,Oaktree Specialty Lending Corp,Finance Insurance And Real Estate,Investors Nec,Trading,Financial Services,Credit Services,California U.S.A
OCUL,Ocular Therapeutix Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Massachusetts U.S.A
OCX,OncoCyte Corp,Manufacturing,In Vitro & In Vivo Diagnostic Substances,Pharmaceutical Products,Healthcare,Biotechnology,California U.S.A
OCZTQ,Ocz Technology Group Inc,Manufacturing,Computer Storage Devices,Computers,Technology,Data Storage,California U.S.A
ODC,Oil-Dri Corp of America,Manufacturing,Miscellaneous Manufacturing Industries,,Basic Materials,Specialty Chemicals,Illinois U.S.A
ODDJ,Odd Job Stores Inc,Retail Trade,Retail-Variety Stores,Retail,Consumer Defensive,Discount Stores,Ohio U.S.A
ODFL,Old Dominion Freight Line Inc,Transportation Communications Electric Gas And Sanitary Service,Trucking (No Local),Transportation,Industrials,Trucking,North Carolina U.S.A
ODP,Office Depot Inc,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,Retail,Consumer Cyclical,Specialty Retail,Florida U.S.A
ODSY,Odyssey Healthcare Inc,Services,Services-Nursing & Personal Care Facilities,Healthcare,Healthcare,Long-Term Care Facilities,Kentucky U.S.A
ODT,Odonate Therapeutics Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,California U.S.A
ODWA,Odwalla Inc,Manufacturing,Canned Fruits Veg Preserves Jams & Jellies,Food Products,Consumer Defensive,Packaged Foods,California U.S.A
OEA,Oea Inc,Manufacturing,Motor Vehicle Parts & Accessories,Automobiles and Trucks,Consumer Cyclical,Auto Parts,Colorado U.S.A
OEC,Orion Engineered Carbons SA,Manufacturing,Miscellaneous Chemical Products,Chemicals,Basic Materials,Specialty Chemicals,Luxembourg
OEI,Ocean Energy Inc,Mining,Crude Petroleum & Natural Gas,Petroleum and Natural Gas,Energy,Oil & Gas E&P,Texas U.S.A
OESX,Orion Energy Systems Inc,Manufacturing,Electric Lighting & Wiring Equipment,Electrical Equipment,Technology,Electronic Components,Wisconsin U.S.A
OFC,Corporate Office Properties Trust,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Office,Maryland U.S.A
OFCP,Ottawa Financial Corp,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Banks - Regional - US,Michigan U.S.A
OFED,Oconee Federal Financial Corp,Finance Insurance And Real Estate,Savings Institution Federally Chartered,Banking,Financial Services,Savings & Cooperative Banks,South Carolina U.S.A
OFG,Ofg Bancorp,Finance Insurance And Real Estate,State Commercial Banks,Banking,Financial Services,Banks - Regional - US,Puerto Rico
OFI,Overhill Farms Inc,Manufacturing,Canned Frozen & Preservd Fruit Veg & Food Specialties,Food Products,Consumer Defensive,Packaged Foods,California U.S.A
OFIS,Us Office Products Co,Retail Trade,Retail-Catalog & Mail-Order Houses,Retail,Consumer Cyclical,Specialty Retail,Utah U.S.A
OFIX,Orthofix Medical Inc,Manufacturing,Surgical & Medical Instruments & Apparatus,Medical Equipment,Healthcare,Medical Devices,Netherlands Antilles
OFLD,Officeland Inc,Retail Trade,Retail-Miscellaneous Retail,Retail,Consumer Cyclical,Specialty Retail,Ontario Canada
OFLX,Omega Flex Inc,Manufacturing,Heating Equip Except Elec & Warm Air; & Plumbing Fixtures,Construction Materials,Industrials,Diversified Industrials,Pennsylvania U.S.A
OFS,OFS Capital Corp,Finance Insurance And Real Estate,Investors Nec,Trading,Financial Services,Asset Management,Illinois U.S.A
OGE,Oge Energy Corp,Transportation Communications Electric Gas And Sanitary Service,Electric Services,Utilities,Utilities,Utilities - Regulated Electric,Oklahoma U.S.A
OGEN,Oragenics Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,Florida U.S.A
OGGI,Old Guard Group Inc,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,Insurance,Financial Services,Insurance - Property & Casualty,Pennsylvania U.S.A
OGLEQ,Oglebay Norton Co,Mining,Mining & Quarrying Of Nonmetallic Minerals (No Fuels),Non-Metallic and Industrial Metal Mining,Basic Materials,Industrial Metals & Minerals,Ohio U.S.A
OGNC,Organic Inc,Services,Services-Management Consulting Services,Business Services,Industrials,Business Services,California U.S.A
OGS,ONE Gas Inc,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Distribution,Utilities,Utilities,Utilities - Regulated Gas,Oklahoma U.S.A
OH,Oakwood Homes Corp,Manufacturing,Mobile Homes,Construction Materials,Consumer Cyclical,Residential Construction,North Carolina U.S.A
OHAI,OHA Investment Corp,Finance Insurance And Real Estate,Investors Nec,Trading,Financial Services,Asset Management,New York U.S.A
OHBIQ,Orleans Homebuilders Inc,Construction,Operative Builders,Construction,Consumer Cyclical,Residential Construction,Pennsylvania U.S.A
OHC,Oriole Homes Corp,Construction,Operative Builders,Construction,Consumer Cyclical,Residential Construction,Florida U.S.A
OHGI,One Horizon Group Inc,Manufacturing,Telephone & Telegraph Apparatus,Electronic Equipment,Technology,Software - Application,Ireland
OHI,Omega Healthcare Investors Inc,Finance Insurance And Real Estate,Real Estate Investment Trusts,Trading,Real Estate,REIT - Healthcare Facilities,Maryland U.S.A
OHP,Oxford Health Plans Inc,Finance Insurance And Real Estate,Hospital & Medical Service Plans,Insurance,Healthcare,Health Care Plans,Connecticut U.S.A
OHRI,Occupational Health & Rehabilitation Inc,Services,Services-Health Services,Healthcare,Healthcare,Medical Care,Massachusetts U.S.A
OHRP,Ohr Pharmaceutical Inc,Manufacturing,Pharmaceutical Preparations,Pharmaceutical Products,Healthcare,Biotechnology,New York U.S.A
